IDCode,index,narrative_gmm_bic_best_label,narrative_gmm_aicc_best_label,narrative_best_label
hoki309,81,6,6,6
kyzy131,82,6,6,6
syti148,83,7,7,7
syco853,84,5,5,5
sefy975,85,6,6,6
jese656,86,7,7,7
guge611,87,1,1,1
mesi806,88,0,0,0
sesi698,89,7,7,7
gopa505,90,0,0,0
duwi894,91,7,7,7
hasa034,92,0,0,0
pile112,93,8,8,8
sivi804,94,0,0,0
maho931,95,4,4,4
waho571,96,0,0,0
mowy859,97,1,1,1
rihi168,98,1,1,1
siry766,99,0,0,0
qefe646,100,6,6,6
zojo883,101,8,8,8
dero258,102,2,2,2
mika525,103,3,3,3
xohi599,104,2,2,2
tebe135,105,0,0,0
naso669,106,4,4,4
qecu035,107,0,0,0
zywy107,108,0,0,0
cave700,109,6,6,6
nupy082,110,2,2,2
hoge626,111,9,9,9
nivo041,112,0,0,0
karo919,113,6,6,6
vuhe805,114,0,0,0
kebi083,115,2,2,2
faly535,116,1,1,1
gelo627,117,4,4,4
vili771,118,7,7,7
katu927,119,7,7,7
xiza150,120,4,4,4
bevi590,121,2,2,2
huve181,122,6,6,6
fite050,123,2,2,2
nysu060,124,2,2,2
kaho190,125,0,0,0
lany944,126,9,9,9
maqu534,127,0,0,0
wuga870,128,0,0,0
wyva352,129,0,0,0
hime464,130,3,3,3
jexu775,131,7,7,7
tuga736,132,2,2,2
hyfe498,133,4,4,4
bomo360,134,7,7,7
lomo204,135,8,8,8
mipe544,136,2,2,2
hufy497,137,2,2,2
rapo919,138,2,2,2
gata076,139,1,1,1
muvo194,140,1,1,1
cywo537,141,7,7,7
xamy327,142,0,0,0
cogu074,143,0,0,0
rapo615,144,1,1,1
zady580,145,1,1,1
nujo284,146,0,0,0
syzu625,147,0,0,0
myte214,148,0,0,0
tyzo440,149,1,1,1
vyzo298,150,2,2,2
hiwu589,151,0,0,0
sazy810,152,7,7,7
turi097,153,2,2,2
foji729,154,2,2,2
dexe201,155,7,7,7
dosu709,156,0,0,0
doxe392,157,1,1,1
culu497,158,0,0,0
lije367,159,5,5,5
vice024,160,2,2,2
kapy740,161,0,0,0
vudi262,162,2,2,2
tuza510,163,7,7,7
tubo945,164,2,2,2
bofi323,165,0,0,0
zeji633,166,1,1,1
bowo488,167,1,1,1
pipo687,168,1,1,1
core934,169,0,0,0
dedu084,170,1,1,1
lowa532,171,1,1,1
zuha759,172,1,1,1
qafu966,173,1,1,1
lobo127,174,0,0,0
homa046,175,1,1,1
keno764,176,6,6,6
habe142,177,0,0,0
joti731,178,9,9,9
reve265,179,2,2,2
cyca115,180,9,9,9
rawo522,181,8,8,8
pogi169,182,5,5,5
vepi727,183,0,0,0
risy585,184,3,3,3
fefu774,185,2,2,2
wyxo615,186,7,7,7
ciby707,187,0,0,0
xuvy948,188,8,8,8
ravy196,189,8,8,8
loge702,190,7,7,7
viry492,191,0,0,0
gowa049,192,7,7,7
vyva107,193,3,3,3
duxo262,194,8,8,8
peto053,195,9,9,9
difi858,196,2,2,2
xoru423,197,0,0,0
wizy437,198,8,8,8
kuge219,199,7,7,7
hazu473,200,0,0,0
gono087,201,0,0,0
vury347,202,7,7,7
copo281,203,4,4,4
heda014,204,7,7,7
powu461,205,5,5,5
peqa279,206,7,7,7
lufy687,207,7,7,7
koze985,208,5,5,5
hadi890,209,3,3,3
recu163,210,0,0,0
xyzi642,211,5,5,5
nejy388,212,0,0,0
tezy480,213,2,2,2
nawu690,214,7,7,7
mofe780,215,0,0,0
nily317,216,1,1,1
roho333,217,1,1,1
xime971,218,6,6,6
muqo157,219,1,1,1
riby296,220,3,3,3
pala257,221,0,0,0
tuby409,222,2,2,2
hoxo855,223,0,0,0
qixy634,224,5,5,5
niri091,225,7,7,7
lazi600,226,3,3,3
qedo478,227,7,7,7
ruhu758,228,0,0,0
cima563,229,5,5,5
lyzy104,230,0,0,0
xafy802,231,0,0,0
bacy598,232,4,4,4
kexi927,233,4,4,4
cumo221,234,7,7,7
kami789,235,7,7,7
zoko875,236,3,3,3
sina926,237,2,2,2
fise899,238,0,0,0
cija437,239,2,2,2
manu258,240,0,0,0
zuwa573,241,7,7,7
joxi410,242,1,1,1
muta539,243,9,9,9
reqy562,244,5,5,5
doxe492,245,0,0,0
gylu244,246,6,6,6
maxy370,247,7,7,7
ryko512,248,5,5,5
kula014,249,0,0,0
jeqy595,250,6,6,6
guva627,251,3,3,3
lohy238,252,8,8,8
cobi870,253,7,7,7
giki066,254,9,9,9
hywy001,255,2,2,2
feji918,256,0,0,0
luli756,257,3,3,3
wumu083,258,5,5,5
cyga680,259,2,2,2
buvy316,260,0,0,0
rejy122,261,0,0,0
dusi300,262,0,0,0
howe436,263,0,0,0
ropi792,264,9,9,9
jemy300,265,9,9,9
qexo432,266,3,3,3
kyso927,267,2,2,2
cozi663,268,4,4,4
vani542,269,2,2,2
kaxu871,270,7,7,7
moku835,271,9,9,9
cahe192,272,2,2,2
feso129,273,9,9,9
tufa140,274,9,9,9
zigi489,275,4,4,4
dahi696,276,2,2,2
quhe482,277,4,4,4
taxa827,278,2,2,2
vuga321,279,3,3,3
nycu731,280,2,2,2
raxy329,281,2,2,2
nyfe489,282,8,8,8
texu966,283,2,2,2
kifo712,284,2,2,2
pajo050,285,2,2,2
hefy659,286,2,2,2
tujy672,287,2,2,2
cyfe247,288,4,4,4
xori482,289,2,2,2
raje697,290,0,0,0
biwu043,291,3,3,3
cylu852,292,0,0,0
fode209,293,0,0,0
woju333,294,2,2,2
saca329,295,7,7,7
jizi110,296,7,7,7
vyxi492,297,9,9,9
xehy451,298,0,0,0
feke878,299,0,0,0
rozu771,300,0,0,0
duvi856,301,8,8,8
nexu635,302,7,7,7
cozi454,303,0,0,0
saze236,304,0,0,0
quzy338,305,0,0,0
lula174,306,8,8,8
buzo685,307,7,7,7
huby293,308,5,5,5
dyhi182,309,0,0,0
tatu362,310,0,0,0
bene344,311,7,7,7
keho061,312,7,7,7
vyxy108,313,7,7,7
zusa663,314,7,7,7
nehe056,315,9,9,9
myve834,316,9,9,9
tyhy481,317,0,0,0
sati762,318,7,7,7
biku776,319,7,7,7
wify666,320,8,8,8
sony276,321,7,7,7
tusi463,322,7,7,7
baco446,323,6,6,6
coni238,324,3,3,3
tuvu087,325,6,6,6
vuci475,326,3,3,3
seto741,327,4,4,4
jewe923,328,3,3,3
jaqy340,329,7,7,7
pubu440,330,4,4,4
gyjy255,331,3,3,3
zyte492,332,2,2,2
ruco451,333,7,7,7
loda300,334,2,2,2
moly152,335,6,6,6
cuba307,336,7,7,7
jupo405,337,6,6,6
xuke183,338,2,2,2
mado232,339,1,1,1
zafy372,340,8,8,8
gyly160,341,2,2,2
tapi010,342,4,4,4
gelu604,343,9,9,9
qiqi041,344,3,3,3
ratu271,345,2,2,2
kyqu130,346,2,2,2
lucu601,347,2,2,2
kama922,348,7,7,7
zoma564,349,2,2,2
puju088,350,0,0,0
jufy997,351,0,0,0
wyja070,352,7,7,7
dasy955,353,2,2,2
wyki565,354,2,2,2
garu074,355,2,2,2
qyxy586,356,7,7,7
kegi864,357,9,9,9
gyge774,358,2,2,2
vyda893,359,4,4,4
vuvy608,360,7,7,7
vizo712,361,2,2,2
givi158,362,0,0,0
caro445,363,7,7,7
nene689,364,8,8,8
ryfy568,365,2,2,2
johy783,366,1,1,1
sulo956,367,0,0,0
gony054,368,7,7,7
puca767,369,0,0,0
baky109,370,6,6,6
mabo887,371,7,7,7
cona428,372,7,7,7
lilo882,373,7,7,7
gycy436,374,7,7,7
jyri631,375,0,0,0
safu128,376,5,5,5
fore104,377,7,7,7
zabe850,378,7,7,7
woci389,379,0,0,0
kygi723,380,0,0,0
qejy219,381,8,8,8
jago498,382,7,7,7
buby593,383,2,2,2
dapu822,384,0,0,0
sugu976,385,4,4,4
wuxa997,386,0,0,0
tiqy778,387,2,2,2
xyfe491,388,6,6,6
ryhy064,389,2,2,2
kufi222,390,2,2,2
xaja332,391,7,7,7
fofa613,392,4,4,4
viba035,393,6,6,6
qewy924,394,2,2,2
pytu496,395,2,2,2
tosa657,396,2,2,2
keri121,397,9,9,9
bofi991,398,7,7,7
bihi184,399,4,4,4
piro376,400,0,0,0
zejy480,401,6,6,6
zapy404,402,0,0,0
lusi512,403,0,0,0
sedo490,404,6,6,6
davu999,405,7,7,7
buby236,406,4,4,4
weru214,407,2,2,2
tyly265,408,1,1,1
nise834,409,6,6,6
voxy002,410,4,4,4
fypi681,411,7,7,7
xopa120,412,4,4,4
wari483,413,0,0,0
kegy317,414,2,2,2
geka905,415,0,0,0
lore323,416,6,6,6
vane668,417,5,5,5
zuxy510,418,4,4,4
masu336,419,2,2,2
xise560,420,7,7,7
zomi496,421,1,1,1
lilu285,422,1,1,1
heqi003,423,4,4,4
jise415,424,9,9,9
vabe169,425,8,8,8
kofa904,426,1,1,1
peqo117,427,4,4,4
gaho243,428,0,0,0
mude815,429,4,4,4
raxe285,430,2,2,2
qami382,431,7,7,7
bebo956,432,1,1,1
cofi309,433,0,0,0
buqe642,434,2,2,2
vuzo690,435,0,0,0
posy958,436,7,7,7
gaga585,437,2,2,2
vopa930,438,7,7,7
xutu412,439,8,8,8
doxi119,440,6,6,6
feqy379,441,3,3,3
xypo299,442,1,1,1
gahu141,443,9,9,9
kyse146,444,7,7,7
sedi312,445,3,3,3
nasi298,446,8,8,8
naky151,447,0,0,0
koqa816,448,8,8,8
sila763,449,3,3,3
pody147,450,2,2,2
voza333,451,8,8,8
tiro932,452,7,7,7
wujy562,453,7,7,7
hamu369,454,0,0,0
nape687,455,1,1,1
gevi782,456,0,0,0
qoha890,457,9,9,9
fili803,458,9,9,9
puce552,459,6,6,6
buny935,460,2,2,2
pimi228,461,7,7,7
kyjo289,462,0,0,0
bepo134,463,3,3,3
kise589,464,0,0,0
remi231,465,0,0,0
qyjo579,466,7,7,7
cyhu257,467,6,6,6
diha837,468,2,2,2
ware232,469,5,5,5
hyge979,470,7,7,7
biqe951,471,3,3,3
jide437,472,8,8,8
zipu412,473,2,2,2
vate767,474,2,2,2
mefy253,475,0,0,0
qafe413,476,4,4,4
lota555,477,4,4,4
mecu237,478,7,7,7
cidy099,479,9,9,9
xoba600,480,2,2,2
joce161,481,4,4,4
kywu572,482,9,9,9
jefi901,483,2,2,2
mari840,484,7,7,7
nypy058,485,2,2,2
rino885,486,2,2,2
maju644,487,4,4,4
qosy291,488,2,2,2
posy537,489,9,9,9
xoki390,490,4,4,4
fagi164,491,6,6,6
zozy719,492,7,7,7
bopa107,493,2,2,2
jyly989,494,2,2,2
togu404,495,3,3,3
gosa272,496,7,7,7
fovo989,497,2,2,2
sira606,498,3,3,3
loby351,499,7,7,7
fike806,500,2,2,2
fafe171,501,1,1,1
zyvo780,502,3,3,3
xune455,503,2,2,2
vamu972,504,9,9,9
suzo040,505,0,0,0
wype120,506,2,2,2
jicu869,507,3,3,3
wero373,508,3,3,3
juqo313,509,2,2,2
vexo008,510,1,1,1
punu787,511,1,1,1
tomo782,512,6,6,6
cupe992,513,6,6,6
kyjo535,514,2,2,2
raja244,515,7,7,7
pino324,516,0,0,0
qutu379,517,4,4,4
nolu547,518,0,0,0
cape571,519,6,6,6
coma628,520,0,0,0
mida684,521,9,9,9
gaqe214,522,2,2,2
pufe463,523,9,9,9
fifa517,524,9,9,9
wuzy577,525,9,9,9
sire515,526,9,9,9
xyhi085,527,9,9,9
nexy906,528,9,9,9
pyzi618,529,9,9,9
muku118,530,2,2,2
kewi488,531,2,2,2
xafu780,532,4,4,4
wowy820,533,1,1,1
ryzo168,534,7,7,7
xavy753,535,1,1,1
deje129,536,1,1,1
